qualtrics_id,instrument,tuning_step,pct_maj,explicit_rtg,participant,passed_practice,block_passed_practice,practice_score,Age,Gender,Year,Year_6_TEXT,Major,music_exp,headphone,test_corr
1706631024,piano,3,0.75,3,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,piano,4,1,3,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,piano,5,0.75,3,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,violin,1,0.125,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,violin,2,0.125,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,violin,3,0.375,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,violin,4,0.75,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,violin,5,1,2,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,oboe,1,0,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,oboe,2,0.125,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,oboe,3,0.5,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,oboe,4,0.75,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
1706631024,oboe,5,0.875,1,ch4dg75c7th9g1,1,1,12,26,Male,Freshman,NA,Other (please specify):,27,1,6
2077443174,xylophone,1,0.875,3,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,xylophone,2,0.625,3,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,xylophone,3,0.75,3,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,xylophone,4,0.875,3,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,xylophone,5,0.75,3,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,trumpet,1,0.375,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,trumpet,2,0.625,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,trumpet,3,0.75,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,trumpet,4,0.875,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,trumpet,5,1,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,piano,1,0.75,4,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,piano,2,0.75,4,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,piano,3,0.5,4,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,piano,4,0.875,4,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,piano,5,0.75,4,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,violin,1,0.5,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,violin,2,0.375,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,violin,3,0.75,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,violin,4,0.375,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,violin,5,0.625,2,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,oboe,1,0,1,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,oboe,2,0.125,1,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,oboe,3,0,1,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,oboe,4,0,1,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2077443174,oboe,5,0.125,1,cafntv1le9mk8f,1,1,11,NA,Male,Sophomore,NA,Other (please specify):,15.700000000000001,0,2
2095686609,xylophone,1,0,2,5w1v1w6y4l86dj,1,1,12,18,Male,Freshman,NA,Other (please specify):,27,1,6
2095686609,xylophone,2,0,2,5w1v1w6y4l86dj,1,1,12,18,Male,Freshman,NA,Other (please specify):,27,1,6
2095686609,xylophone,3,0,2,5w1v1w6y4l86dj,1,1,12,18,Male,Freshman,NA,Other (please specify):,27,1,6
